日付,決算,証憑,コード,科目名,コード,補助名,コード,部門名,税コード,税率,コード,科目名,コード,補助名,コード,部門名,税コード,税率,金額,消費税,摘要,取引先,メモ,事務所メモ
2025/2/28,,,1142,売掛金,3001,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,3000,300,2月分 手数料売上,あおば,,
2025/2/28,,,1142,売掛金,3013,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2950,295,2月分 手数料売上,ｲﾏｰｼﾞｱｸﾄ南加瀬,,
2025/2/28,,,1142,売掛金,34,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2570,257,2月分 手数料売上,㈱siesta,,
2025/2/28,,,1142,売掛金,3112,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2380,238,2月分 手数料売上,やきとり山吹,,
2025/2/28,,,1142,売掛金,3201,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2000,200,2月分 手数料売上,オールマイト㈱,,
2025/2/28,,,1142,売掛金,3192,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2000,200,2月分 手数料売上,㈱NTプラス,,
2025/2/28,,,1142,売掛金,3079,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1840,184,2月分 手数料売上,日成工業,,
2025/2/28,,,1142,売掛金,3187,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1800,180,2月分 手数料売上,グリーン調剤薬局,,
2025/2/28,,,1142,売掛金,3109,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1560,156,2月分 手数料売上,ﾒｶﾞﾈｽﾄｱ-武蔵中原店 ㈲大興資源へ請求,,
2025/2/28,,,1142,売掛金,3069,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1500,150,2月分 手数料売上,津田山製作所,,
2025/2/28,,,1142,売掛金,3177,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1500,150,2月分 手数料売上,福吉塗装,,
2025/2/28,,,1142,売掛金,3018,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1500,150,2月分 手数料売上,荏原実業,,
2025/2/28,,,1142,売掛金,3108,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1460,146,2月分 手数料売上,溝ノ口製麺渡辺商店,,
2025/2/28,,,1142,売掛金,3107,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1280,128,2月分 手数料売上,水谷建築設計事務所,,
2025/2/28,,,1142,売掛金,3042,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1280,128,2月分 手数料売上,さかい医院,,
2025/2/28,,,1142,売掛金,3022,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1280,128,2月分 手数料売上,小笠原会計事務所,,
2025/2/28,,,1142,売掛金,3058,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1280,128,2月分 手数料売上,大丸化工,,
2025/2/28,,,1142,売掛金,3091,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1190,119,2月分 手数料売上,美容室コパン,,
2025/2/28,,,1142,売掛金,3103,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1000,100,2月分 手数料売上,(有)ホリ造形スタジオ,,
2025/2/28,,,1142,売掛金,1007,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1000,100,2月分 手数料売上,TKプロジェクト,,
2025/2/28,,,1142,売掛金,1012,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1000,100,2月分 手数料売上,美・デザイン ㈲大興資源へ請求,,
2025/2/28,,,1142,売掛金,1010,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,500,50,2月分 手数料売上,ing平間店,,
2025/2/28,,,1142,売掛金,1014,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,500,50,2月分 手数料売上,小杉駅周辺エリアマネ,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2126,,    ,,810,,22000,,売掛の入金　手数料売上,NECライベックス,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3045,,    ,,810,,31647,,売掛の入金　手数料売上,サンメディックス㈱,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3118,,    ,,810,,5621,,売掛の入金　手数料売上,㈲ﾗｲﾌﾃｯｸ,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3049,,    ,,810,,5335,,売掛の入金　手数料売上,シティ企画工業㈱,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1,,    ,,810,,600864,,内部取引,㈲大興資源,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3227,,    ,,810,,1650,,売掛の入金　手数料売上,登戸駅前地区市街地再開発組合,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3098,,    ,,810,,17248,,売掛の入金　手数料売上,㈲フジヤモデル,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3159,,    ,,810,,110000,,売掛の入金　手数料売上,㈱カナイエンタープライズ,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3007,,    ,,810,,14520,,売掛の入金　手数料売上,㈱ｲｰｽﾄｻｳﾝﾄﾞ,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3114,,    ,,810,,27489,,売掛の入金　手数料売上,㈱エコミット,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3106,,    ,,810,,59796,,売掛の入金　手数料売上,岬水産㈱,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3070,,    ,,810,,3300,,売掛の入金　手数料売上,ﾃｨｰｴﾑ設備工業,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3028,,    ,,810,,56309,,売掛の入金　手数料売上,神奈川中央交通東㈱,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1007,,    ,,810,,1100,,売掛の入金　手数料売上,ティーケープロジェクト,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3069,,    ,,810,,11814,,売掛の入金　手数料売上,ユニック産業,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3187,,    ,,810,,1980,,売掛の入金　手数料売上,㈲グリーン調剤薬局,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3204,,    ,,810,,33000,,売掛の入金　手数料売上,ティーエスエンバイロ㈱,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,33,,    ,,810,,3058,,売掛の入金　手数料売上,㈱グレードアップ,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3018,,    ,,810,,9900,,売掛の入金　手数料売上,荏原実業㈱荏原実業㈱中央研究所,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3196,,    ,,810,,8184,,売掛の入金　手数料売上,BBカンパニー,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3147,,    ,,810,,51293,,売掛の入金　手数料売上,㈱ワンラインシステム,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3048,,    ,,810,,6039,,売掛の入金　手数料売上,㈱ジェーケービー,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3126,,    ,,810,,62799,,売掛の入金　手数料売上,㈱メッドトラストトウキョウ,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3046,,    ,,810,,17501,,売掛の入金　手数料売上,賛友精機,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3058,,    ,,810,,1716,,売掛の入金　手数料売上,大丸化工㈱,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3131,,    ,,810,,79563,,売掛の入金　手数料売上,㈱キンキショウジ,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3185,,    ,,810,,44000,,売掛の入金　手数料売上,アイセイカイ,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3017,,    ,,810,,165000,,売掛の入金　手数料売上,英和工業㈱,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1017,,    ,,810,,4400,,売掛の入金　手数料売上,エスエフインフォネット,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3170,,    ,,810,,5830,,売掛の入金　手数料売上,アースキッズ,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1008,,    ,,810,,9350,,売掛の入金　手数料売上,エムコミュー,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,35,,    ,,810,,33209,,売掛の入金　手数料売上,㈱ビーナス,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3034,,    ,,810,,43511,,売掛の入金　手数料売上,長谷工シニアｳｪﾙﾃﾞｻﾞｲン,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3047,,    ,,810,,1650,,売掛の入金　手数料売上,㈱ジーエヌイー,,
2025/2/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2011,,    ,,810,,25960,,売掛の入金　手数料売上,㈱リーズジャパン,,
2025/2/28,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3173,,    ,,810,,13200,,売掛の入金　手数料売上,,,
2025/2/28,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2001,,    ,,810,,277772,,売掛の入金　手数料売上,J＆T環境,,
2025/2/28,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3,,    ,,810,,9864984,,売掛の入金　手数料売上,収集計画,,
2025/2/28,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3173,,    ,,810,,3520,,売掛の入金　手数料売上,,,
2025/2/28,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2010,,    ,,810,,17198,,売掛の入金　手数料売上,ラボラトリー,,
2025/2/28,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3200,,    ,,810,,174773,,売掛の入金　手数料売上,サティスファクトリー,,
2025/2/28,,,9999,諸口,    ,,    ,,810,,1142,売掛金,3086,,    ,,810,,6039,,売掛の入金　手数料売上,㈲原田管理商会,,
2025/2/28,,,9999,諸口,    ,,    ,,810,,1142,売掛金,3119,,    ,,810,,6875,,売掛の入金　手数料売上,㈲原田管理商会,,
2025/2/28,,,9999,諸口,    ,,    ,,810,,1142,売掛金,3029,,    ,,810,,12386,,売掛の入金　手数料売上,㈲原田管理商会,,
2025/2/28,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3200,,    ,,810,,600,60,振込手数料,,,
2025/2/28,,,1142,売掛金,2,,    ,,810,,4102,作業料売上　ｺﾂﾞｶ㈱,    ,,1,横浜,110,10,180000,18000,こづか事務手数料（千葉さん・的場さん）,こづか㈱,,
2025/2/28,,,1142,売掛金,1,,    ,,810,,4101,作業料売上　㈲大興資源,    ,,1,横浜,110,10,530000,53000,廃棄物収集請負,㈲大興資源,,
2025/2/28,,,1142,売掛金,1,,    ,,810,,1142,売掛金,3109,,    ,,810,,3366,,㈲大興資源へ入金された,,,
2025/2/28,,,1142,売掛金,1,,    ,,810,,1142,売掛金,1012,,    ,,810,,9350,,㈲大興資源へ入金された,,,
2025/2/28,,,1142,売掛金,2,,    ,,810,,4105,商品売上,    ,,1,横浜,110,10,259324,25932,手数料売上　こづか㈱,こづか㈱,,
2025/3/3,,,1101,現金,    ,,    ,,810,,1142,売掛金,3108,,    ,,810,,1870,,,㈲溝の口製麺渡辺商店,,
2025/3/4,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3107,,    ,,810,,2816,,売掛の入金　手数料売上,水谷建築設計,,
2025/3/5,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3207,,    ,,810,,14575,,売掛の入金　手数料売上,㈱アライン,,
2025/3/5,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3084,,    ,,810,,9207,,売掛の入金　手数料売上,ハヤシ　オウスケ 林整形外科,,
2025/3/5,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3042,,    ,,810,,1408,,売掛の入金　手数料売上,さかい医院,,
2025/3/5,,,6231,雑費,    ,,0,共通部門,511,10,1142,売掛金,3207,,    ,,810,,350,35,振込手数料,,,
2025/3/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3081,,    ,,810,,14674,,売掛の入金　手数料売上,ニュータウン鷺沼,,
2025/3/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3125,,    ,,810,,12298,,売掛の入金　手数料売上,海老民,,
2025/3/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3091,,    ,,810,,1309,,,,,
2025/3/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3043,,    ,,810,,5709,,売掛の入金　手数料売上,サニーサイド,,
2025/3/7,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3044,,    ,,810,,5621,,売掛の入金　手数料売上,㈲三協エンジニアリング,,
2025/3/7,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3182,,    ,,810,,13288,,売掛の入金　手数料売上,メイツ電子,,
2025/3/7,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3205,,    ,,810,,19800,,売掛の入金　手数料売上,㈱ジャパンプロセス,,
2025/3/7,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3112,,    ,,810,,2618,,売掛の入金　手数料売上　5月分,やきとり山吹,,
2025/3/8,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3103,,    ,,810,,1100,,売掛の入金　手数料売上,㈲ホリ造形スタジオ,,
2025/3/8,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3056,,    ,,810,,15312,,売掛の入金　手数料売上,新富,,
2025/3/10,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,2024,,    ,,810,,350,35,振込手数料相殺,環境オプティマル,,
2025/3/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2024,,    ,,810,,286385,,売掛の入金　手数料売上,環境オプティマル,,
2025/3/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2047,,    ,,810,,62381,,売掛の入金　手数料売上,京浜予防医学研究所,,
2025/3/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3053,,    ,,810,,26752,,売掛の入金　手数料売上,昇辰電気,,
2025/3/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1010,,    ,,810,,550,,売掛の入金　手数料売上,ing　平間店,,
2025/3/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3031,,    ,,810,,9317,,売掛の入金　手数料売上,キュービクス,,
2025/3/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3066,,    ,,810,,5621,,売掛の入金　手数料売上,多摩食事ｻｰﾋﾞｽかりん,,
2025/3/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3001,,    ,,810,,3300,,売掛の入金　手数料売上　6月分,あおば,,
2025/3/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3190,,    ,,810,,4400,,売掛の入金　手数料売上,プラスワン京王稲田堤店,,
2025/3/10,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,2047,,    ,,810,,400,40,振込手数料,,,
2025/3/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,39,,    ,,810,,7084,,売掛の入金　手数料売上,カメハチベーカリー,,
2025/3/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3099,,    ,,810,,3806,,売掛の入金　手数料売上,二子新地整骨院,,
2025/3/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3228,,    ,,810,,5830,,振込　カ）ホ－フ゜,,,
2025/3/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3209,,    ,,810,,6457,,売掛の入金　手数料売上,ツチヤ　セイコ,,
2025/3/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3003,,    ,,810,,11572,,売掛の入金　手数料売上,㈲秋山商事,,
2025/3/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3054,,    ,,810,,12540,,売掛の入金　手数料売上　4月分,(有)珠洲,,
2025/3/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3026,,    ,,810,,16357,,売掛の入金　手数料売上,セト　ケンジ 檸檬,,
2025/3/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3032,,    ,,810,,12496,,売掛の入金　手数料売上　5月分,くもい歯科（ｸﾓｲﾋﾃﾞｷ,,
2025/3/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2,,    ,,810,,285256,,振込　コツ゛カ（カ,,,
2025/3/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3097,,    ,,810,,16159,,売掛の入金　手数料売上,不二ﾌﾟﾗﾝﾄ工業,,
2025/3/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3129,,    ,,810,,5621,,売掛の入金　手数料売上　5月分,中華福林,,
2025/3/14,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3073,,    ,,810,,6039,,売掛の入金　手数料売上,東洋エレメント工業,,
2025/3/14,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3120,,    ,,810,,6017,,売掛の入金　手数料売上,ﾘｨｰｻﾝｸ,,
2025/3/14,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3148,,    ,,810,,31229,,売掛の入金　手数料売上,中日本エクストール,,
2025/3/14,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1014,,    ,,810,,550,,売掛の入金　手数料売上　9月分,小杉駅駅前周辺,,
2025/3/17,,,1112,普通預金,1,,    ,,810,,1142,売掛金,1002,,    ,,810,,6380,,売掛の入金　手数料売上,ビューティークオリテ,,
2025/3/17,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3052,,    ,,810,,6622,,売掛の入金　手数料売上,㈱ジャクエツ,,
2025/3/17,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3051,,    ,,810,,34749,,売掛の入金　手数料売上,七五三寿司,,
2025/3/19,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3177,,    ,,810,,1650,,売掛の入金　手数料売上,福吉塗装,,
2025/3/21,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2047,,    ,,810,,120010,,売掛の入金　手数料売上,京浜総合病院,,
2025/3/21,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3059,,    ,,810,,26015,,売掛の入金　手数料売上,ブリヂストンリテール,,
2025/3/21,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2543,,    ,,810,,38346,,売掛の入金　手数料売上,ブリジストンタイヤソリューションジャパン,,
2025/3/21,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3096,,    ,,810,,24673,,売掛の入金　手数料売上　4月分,富士教材,,
2025/3/21,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,2047,,    ,,810,,800,80,振込手数料,,,
2025/3/23,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3134,,    ,,810,,5621,,売掛の入金　手数料売上,ｼﾊﾞﾀ ﾋﾛｱｷ ﾌﾛｰﾗﾙ夢木香,,
2025/3/24,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3164,,    ,,810,,6259,,売掛の入金　手数料売上,山形研精,,
2025/3/24,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3013,,    ,,810,,3245,,売掛の入金　手数料売上,ｲﾏｰｼﾞｱｸﾄ,,
2025/3/24,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3022,,    ,,810,,1408,,売掛の入金　手数料売上,小笠原会計事務所,,
2025/3/24,,,1112,普通預金,2,,    ,,810,,1142,売掛金,34,,    ,,810,,2827,,売掛の入金　手数料売上,㈱シエスタ,,
2025/3/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3158,,    ,,810,,7293,,売掛の入金　手数料売上,セキュリティライフ NPOSSS,,
2025/3/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2921,,    ,,810,,240900,,売掛の入金　手数料売上,㈱日本動物高度医療センター,,
2025/3/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3041,,    ,,810,,20526,,売掛の入金　手数料売上,㈲亀ヶ谷モータース,,
2025/3/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3095,,    ,,810,,9801,,売掛の入金　手数料売上,ﾌｪｲｽ,,
2025/3/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3137,,    ,,810,,11352,,売掛の入金　手数料売上,SHUHEI,,
2025/3/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3201,,    ,,810,,2200,,売掛の入金　手数料売上,オールマイト㈱,,
2025/3/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3079,,    ,,810,,2024,,売掛の入金　手数料売上,日成工業,,
2025/3/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3163,,    ,,810,,17930,,売掛の入金　手数料売上,宮崎華園,,
2025/3/27,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3173,,    ,,810,,9680,,売掛の入金　手数料売上,川崎市中部児童相談所,,
2025/3/27,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3173,,    ,,810,,1760,,売掛の入金　手数料売上,川崎市中部児童相談所,,
2025/3/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2026,,    ,,810,,567270,,売掛の入金　手数料売上,㈲三友商事,,
2025/3/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3011,,    ,,810,,36168,,売掛の入金　手数料売上,イノベイションオブメディカルサービス,,
2025/3/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3060,,    ,,810,,24123,,売掛の入金　手数料売上,太陽第一幼稚園,,
2025/3/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3165,,    ,,810,,3300,,売掛の入金　手数料売上,㈱リフト,,
2025/3/28,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3010,,    ,,810,,12386,,売掛の入金　手数料売上,㈱井出紙工,,
2025/3/31,,,1142,売掛金,3,,    ,,810,,4106,委託料売上,    ,,3,川崎委託,110,10,8968168,896816,業務委託料,,,
2025/3/31,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3034,,    ,,810,,255,25,振込手数料相殺,ひまわり高津つどいの,,
2025/3/31,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3126,,    ,,810,,600,60,振込手数料相殺,ﾒｯﾄﾞﾄﾗｽﾄ東京,,
2025/3/31,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3,,    ,,810,,9864984,,業務委託料,川崎市,,
2025/3/31,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2001,,    ,,810,,273130,,売掛の入金　手数料売上,J&T環境,,
2025/3/31,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3200,,    ,,810,,165973,,売掛の入金　手数料売上,サティスファクトリー,,
2025/3/31,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2010,,    ,,810,,18617,,売掛の入金　手数料売上　3月分,ﾗﾎﾞﾗﾄﾘｰ,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3045,,    ,,810,,34914,,売掛の入金　手数料売上,サンメディックス㈱,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3049,,    ,,810,,6325,,売掛の入金　手数料売上,ｼﾃｨｰ企画工業,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3118,,    ,,810,,5621,,売掛の入金　手数料売上,㈲ライフテック,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1,,    ,,810,,595716,,,㈲大興資源,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3098,,    ,,810,,15345,,売掛の入金　手数料売上,㈲フジヤモデル,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3159,,    ,,810,,110000,,売掛の入金　手数料売上,ｶﾅｲｴﾝﾀｰﾌﾟﾗｲｽﾞ,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3007,,    ,,810,,17061,,売掛の入金　手数料売上,イーストサウンド,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1007,,    ,,810,,1100,,売掛の入金　手数料売上,TKプロジェクト,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1019,,    ,,810,,4950,,売掛の入金　手数料売上,川崎オキシトン,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3106,,    ,,810,,57244,,売掛の入金　手数料売上,岬水産,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3069,,    ,,810,,1650,,売掛の入金　手数料売上,ユニック産業,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3114,,    ,,810,,27907,,売掛の入金　手数料売上,エコミット,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,33,,    ,,810,,3410,,売掛の入金　手数料売上,㈱グレードアップ,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3028,,    ,,810,,159049,,売掛の入金　手数料売上,神奈川中央交通東,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3187,,    ,,810,,1980,,売掛の入金　手数料売上,㈲ｸﾞﾘｰﾝ調剤薬局,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3204,,    ,,810,,33000,,売掛の入金　手数料売上,ティーエスエンバイロ,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3070,,    ,,810,,3300,,売掛の入金　手数料売上,ﾃｨｰｴﾑ設備工業,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3058,,    ,,810,,1408,,売掛の入金　手数料売上,大丸化工,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3018,,    ,,810,,6600,,売掛の入金　手数料売上,荏原実業㈱、荏原実業中央研究所,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3017,,    ,,810,,5533,,売掛の入金　手数料売上,英和工業㈱,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3034,,    ,,810,,47812,,売掛の入金　手数料売上,長谷工シニアウエル,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3046,,    ,,810,,19921,,売掛の入金　手数料売上,賛友精機㈱,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1011,,    ,,810,,14300,,,㈱ｲｲｼｮｸ,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3126,,    ,,810,,60302,,売掛の入金　手数料売上,ﾒｯﾄﾞﾄﾗｽﾄ東京,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,35,,    ,,810,,31955,,売掛の入金　手数料売上,㈱ビーナス,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3131,,    ,,810,,81389,,売掛の入金　手数料売上,㈱キンキショウジ,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3147,,    ,,810,,58432,,売掛の入金　手数料売上,㈱ワンラインシステム,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3179,,    ,,810,,6325,,売掛の入金　手数料売上,カ）ロクマル,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3048,,    ,,810,,5621,,売掛の入金　手数料売上,㈱JKB,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3185,,    ,,810,,44000,,売掛の入金　手数料売上,アイセイカイ,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3170,,    ,,810,,5621,,売掛の入金　手数料売上,アースキッズ ｽﾀｼﾞｵそら,,
2025/3/31,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1017,,    ,,810,,4400,,売掛の入金　手数料売上,エスエフインフォ ｾﾝﾄﾗﾙ薬局,,
