日付,決算,証憑,コード,科目名,コード,補助名,コード,部門名,税コード,税率,コード,科目名,コード,補助名,コード,部門名,税コード,税率,金額,消費税,摘要,取引先,メモ,事務所メモ
2024/11/30,,,1142,売掛金,1,,    ,,810,,1142,売掛金,1012,,    ,,810,,2750,,㈲大興資源へ入金された,,,
2024/11/30,,,1142,売掛金,1,,    ,,810,,1142,売掛金,1012,,    ,,810,,11880,,㈲大興資源へ入金された,,,
2024/11/30,,,1142,売掛金,1,,    ,,810,,1142,売掛金,1012,,    ,,810,,8250,,㈲大興資源へ入金された,,,
2024/11/30,,,1142,売掛金,1,,    ,,810,,1142,売掛金,1003,,    ,,810,,24600,,㈲大興資源へ入金された,,,
2024/12/2,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3046,,    ,,810,,18084,,売掛の入金　手数料売上,賛友精機,,
2024/12/2,,,1101,現金,    ,,    ,,810,,1142,売掛金,3108,,    ,,810,,1870,,,㈲溝ノ口製麺渡辺商店,,
2024/12/4,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3042,,    ,,810,,1408,,売掛の入金　手数料売上,さかい医院,,
2024/12/5,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3207,,    ,,810,,14575,,売掛の入金　手数料売上,アイン薬局,,
2024/12/5,,,6231,雑費,    ,,0,共通部門,511,10,1142,売掛金,3207,,    ,,810,,350,35,振込手数料,,,
2024/12/6,,,1112,普通預金,1,,    ,,810,,1142,売掛金,1002,,    ,,810,,6380,,売掛の入金　手数料売上,ビューティクオリティ,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3084,,    ,,810,,9867,,売掛の入金　手数料売上,ハヤシオウスケ,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3097,,    ,,810,,16874,,売掛の入金　手数料売上,不二プラント工業㈱,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3182,,    ,,810,,13079,,売掛の入金　手数料売上,メイツ電子,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3091,,    ,,810,,1309,,売掛の入金　手数料売上,美容室コパン,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3026,,    ,,810,,17611,,売掛の入金　手数料売上,セトケンジ,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3112,,    ,,810,,2618,,売掛の入金　手数料売上,やきとり山吹,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3044,,    ,,810,,5621,,売掛の入金　手数料売上,三協エンジニアリング,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3125,,    ,,810,,12298,,売掛の入金　手数料売上,海老民,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3102,,    ,,810,,3399,,売掛の入金　手数料売上,ヘアーサロンワダ,,
2024/12/6,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3056,,    ,,810,,16148,,売掛の入金　手数料売上,新富,,
2024/12/8,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,2024,,    ,,810,,350,35,振込手数料相殺,環境オプティマル,,
2024/12/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3052,,    ,,810,,4917,,売掛の入金　手数料売上,㈱ジャクエツ,,
2024/12/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3205,,    ,,810,,19800,,売掛の入金　手数料売上,ジャパンプロセス,,
2024/12/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3031,,    ,,810,,9317,,売掛の入金　手数料売上,キュービクス,,
2024/12/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3103,,    ,,810,,2200,,売掛の入金　手数料売上,ホリ造形スタジオ,,
2024/12/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3081,,    ,,810,,14674,,売掛の入金　手数料売上,ニュータウン㈱,,
2024/12/9,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3066,,    ,,810,,5830,,売掛の入金　手数料売上,多摩食事サービス,,
2024/12/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2024,,    ,,810,,415085,,売掛の入金　手数料売上,環境オプティマル,,
2024/12/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3209,,    ,,810,,6457,,売掛の入金　手数料売上,ツチヤセイコ,,
2024/12/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3213,,    ,,810,,68442,,売掛の入金　手数料売上,京浜予防医学研究所,,
2024/12/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3033,,    ,,810,,1309,,売掛の入金　手数料売上,㈱クラレット,,
2024/12/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3053,,    ,,810,,32241,,売掛の入金　手数料売上,昇辰電気㈱,,
2024/12/10,,,1112,普通預金,2,,    ,,810,,1142,売掛金,39,,    ,,810,,3646,,売掛の入金　手数料売上,ｵｵｸﾎﾞ ｶｽﾞﾐ,,
2024/12/10,,,6231,雑費,    ,,0,共通部門,511,10,1142,売掛金,3213,,    ,,810,,400,40,振込手数料,,,
2024/12/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3043,,    ,,810,,6017,,売掛の入金　手数料売上,サニーサイド,,
2024/12/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3003,,    ,,810,,7260,,売掛の入金　手数料売上,秋山商事,,
2024/12/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3193,,    ,,810,,12100,,売掛の入金　手数料売上,セカンドホーム　キシヒデキ,,
2024/12/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3073,,    ,,810,,6089,,売掛の入金　手数料売上,東洋エレメント工業,,
2024/12/11,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3129,,    ,,810,,5885,,売掛の入金　手数料売上,中華福林　エンドウ,,
2024/12/12,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3032,,    ,,810,,10417,,売掛の入金　手数料売上,クモイ　ヒデキ,,
2024/12/13,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1,,    ,,810,,450780,,業務委託料　10月分,大興資源,,
2024/12/13,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3022,,    ,,810,,2816,,売掛の入金　手数料売上,小笠原会計事務所,,
2024/12/13,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3148,,    ,,810,,32604,,売掛の入金　手数料売上,中日本エクストール,,
2024/12/16,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2,,    ,,810,,329349,,売掛の入金　手数料売上　こづか㈱,,,
2024/12/16,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3051,,    ,,810,,36113,,売掛の入金　手数料売上,七五三寿司,,
2024/12/17,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3177,,    ,,810,,1650,,売掛の入金　手数料売上,,,
2024/12/17,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3134,,    ,,810,,6875,,売掛の入金　手数料売上,シバタヒロアキ,,
2024/12/17,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3054,,    ,,810,,11616,,売掛の入金　手数料売上,珠洲,,
2024/12/17,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3096,,    ,,810,,25410,,12月分 手数料売上,富士教材,,
2024/12/17,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3095,,    ,,810,,9801,,売掛の入金　手数料売上,スズキシゲオ　フェイス,,
2024/12/18,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3104,,    ,,810,,1309,,売掛の入金　手数料売上,イイ　デヨシコ,,
2024/12/18,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3060,,    ,,810,,30239,,売掛の入金　手数料売上,太陽第一幼稚園,,
2024/12/19,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3172,,    ,,810,,26719,,売掛の入金　手数料売上,優和,,
2024/12/19,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3195,,    ,,810,,4455,,売掛の入金　手数料売上,ジェクト㈱,,
2024/12/20,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2047,,    ,,810,,123871,,売掛の入金　手数料売上,京浜総合病院,,
2024/12/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2126,,    ,,810,,17600,,売掛の入金　手数料売上,NECライベックス,,
2024/12/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2543,,    ,,810,,33121,,売掛の入金　手数料売上,ブリヂストンタイヤソリューション,,
2024/12/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3059,,    ,,810,,35860,,売掛の入金　手数料売上,ブリヂストンリテールジャパン,,
2024/12/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3015,,    ,,810,,10450,,売掛の入金　手数料売上,インテリア大山,,
2024/12/20,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1014,,    ,,810,,1100,,売掛の入金　手数料売上,武蔵小杉エリアマネジメント,,
2024/12/20,,,6231,雑費,    ,,0,共通部門,511,10,1142,売掛金,2047,,    ,,810,,800,80,振込手数料,,,
2024/12/23,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3010,,    ,,810,,13222,,売掛の入金　手数料売上,井出紙工,,
2024/12/24,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3173,,    ,,810,,1760,,12月分 手数料売上,川崎市中部児童相談所,,
2024/12/24,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3173,,    ,,810,,16280,,ｱﾗｲﾝ,川崎市中部児童相談所,,
2024/12/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3041,,    ,,810,,21472,,売掛の入金　手数料売上,亀ヶ谷モータース,,
2024/12/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2921,,    ,,810,,63800,,売掛の入金　手数料売上,日本動物高度医療センター,,
2024/12/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3201,,    ,,810,,2200,,売掛の入金　手数料売上,オールマイト,,
2024/12/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3079,,    ,,810,,5742,,売掛の入金　手数料売上,日成工業,,
2024/12/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3166,,    ,,810,,5104,,売掛の入金　手数料売上,㈱いっぽ,,
2024/12/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1013,,    ,,810,,10230,,売掛の入金　手数料売上,平間耳鼻咽喉科医院,,
2024/12/25,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3008,,    ,,810,,4158,,売掛の入金　手数料売上,板垣電子工業,,
2024/12/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3018,,    ,,810,,6600,,売掛の入金　手数料売上,荏原実業㈱,,
2024/12/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3158,,    ,,810,,7502,,売掛の入金　手数料売上,セキュリライフ,,
2024/12/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3034,,    ,,810,,41410,,売掛の入金　手数料売上,長谷工シニアウェルデザイン,,
2024/12/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3024,,    ,,810,,5621,,売掛の入金　手数料売上,奥村動物病院,,
2024/12/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,34,,    ,,810,,2827,,売掛の入金　手数料売上,㈱シエスタ,,
2024/12/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3163,,    ,,810,,18139,,売掛の入金　手数料売上,宮崎華園,,
2024/12/26,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3013,,    ,,810,,3245,,売掛の入金　手数料売上,イマージアクト,,
2024/12/27,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3034,,    ,,810,,255,25,振込手数料相殺,ﾊｾｺｳｼﾆｱｳｴﾙﾃﾞｻﾞｲﾝ,,
2024/12/27,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3,,    ,,810,,9864983,,市　収集計画,,,
2024/12/27,,,1112,普通預金,1,,    ,,810,,1142,売掛金,3200,,    ,,810,,165973,,12月分　手数料売上,サティスファクトリー,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1019,,    ,,810,,1650,,売掛の入金　手数料売上,川崎オキシトン,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3045,,    ,,810,,35992,,売掛の入金　手数料売上,サンメディックス,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3118,,    ,,810,,5621,,売掛の入金　手数料売上,NPO　SSS,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3049,,    ,,810,,7843,,売掛の入金　手数料売上,シティー企画工業,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2026,,    ,,810,,694320,,売掛の入金　手数料売上,三友商事,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3098,,    ,,810,,19261,,手数料売上,㈲フジヤモデル,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3114,,    ,,810,,29161,,売掛の入金　手数料売上,㈱エコミット,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3058,,    ,,810,,1408,,売掛の入金　手数料売上,大丸化工,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1007,,    ,,810,,1100,,売掛の入金　手数料売上,ティーケープロジェクト,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,35,,    ,,810,,33099,,売掛の入金　手数料売上,㈱ビーナス,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3187,,    ,,810,,1980,,売掛の入金　手数料売上,グリーン調剤薬局,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3068,,    ,,810,,9471,,売掛の入金　手数料売上,地質計測,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1017,,    ,,810,,4400,,売掛の入金　手数料売上,㈱エスエフインフォネット,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3048,,    ,,810,,5412,,売掛の入金　手数料売上,㈱ジェーケービー,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3017,,    ,,810,,9108,,売掛の入金　手数料売上,英和工業,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,2011,,    ,,810,,33550,,売掛の入金　手数料売上,ﾘｰｽﾞｼﾞｬﾊﾟﾝ,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3011,,    ,,810,,37246,,売掛の入金　手数料売上,イノベイションオブメディカル,,
2024/12/27,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3137,,    ,,810,,13497,,売掛の入金　手数料売上,シュウヘイ,,
2024/12/27,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3200,,    ,,810,,600,60,振込手数料,,,
2024/12/29,,,6220,支払手数料,    ,,0,共通部門,310,10,1142,売掛金,3126,,    ,,810,,600,60,振込手数料相殺,ﾒｯﾄﾞﾄﾗｽﾄ東京,,
2024/12/29,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3211,,    ,,810,,6248,,売掛の入金　手数料売上,スリーアール㈱,,
2024/12/29,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3169,,    ,,810,,5621,,売掛の入金　手数料売上,やきとりおしどり　マツイヨシオ,,
2024/12/30,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2001,,    ,,810,,273526,,12月分 手数料売上,J&T環境,,
2024/12/30,,,1112,普通預金,1,,    ,,810,,1142,売掛金,2010,,    ,,810,,15851,,12月分 手数料売上,ラボラトリー㈱,,
2024/12/30,,,1101,現金,    ,,    ,,810,,1142,売掛金,3108,,    ,,810,,1650,,,㈲溝ノ口製麺渡辺商店,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1,,    ,,810,,773480,,,㈲大興資源,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3165,,    ,,810,,4400,,売掛の入金　手数料売上,㈱リフト,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3069,,    ,,810,,7920,,売掛の入金　手数料売上,ユニック産業,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3159,,    ,,810,,110000,,売掛の入金　手数料売上,カナイエンタープライズ,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3007,,    ,,810,,23474,,売掛の入金　手数料売上,㈱イーストサウンド,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3226,,    ,,810,,1650,,売掛の入金　手数料売上,嶺岡設備㈱,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3204,,    ,,810,,33000,,売掛の入金　手数料売上,ティーエスエンバイロ㈱,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3106,,    ,,810,,63162,,売掛の入金　手数料売上,岬水産,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3070,,    ,,810,,3300,,売掛の入金　手数料売上,ティーエム設備工業,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3126,,    ,,810,,61534,,売掛の入金　手数料売上,メッドトラストトウキョウ,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3185,,    ,,810,,44000,,売掛の入金　手数料売上,アイセイカイ,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3046,,    ,,810,,19481,,売掛の入金　手数料売上,賛友精機,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3170,,    ,,810,,7480,,売掛の入金　手数料売上,アースキッズ㈱,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3028,,    ,,810,,58729,,売掛の入金　手数料売上,神奈川中央交通東㈱,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3131,,    ,,810,,90167,,売掛の入金　手数料売上,キンキショウジ,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,3107,,    ,,810,,2816,,売掛の入金　手数料売上,水谷建築設計,,
2024/12/30,,,1112,普通預金,2,,    ,,810,,1142,売掛金,1011,,    ,,810,,15400,,売掛の入金　手数料売上,いい食,,
2024/12/31,,,1142,売掛金,3,,    ,,810,,4106,委託料売上,    ,,3,川崎委託,110,10,8968168,896816,業務委託料,,,
2024/12/31,,,1142,売掛金,3172,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,24100,2410,12月分 手数料売上,(株)優和,,
2024/12/31,,,1142,売掛金,3098,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,14800,1480,12月分 手数料売上,ﾌｼﾞﾔﾓﾃﾞﾙ,,
2024/12/31,,,1142,売掛金,3103,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1000,100,12月分 手数料売上,(有)ホリ造形スタジオ,,
2024/12/31,,,1142,売掛金,3125,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,11180,1118,12月分 手数料売上,㈲海老民,,
2024/12/31,,,1142,売掛金,3086,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,6060,606,12月分 手数料売上,原田管理商会,,
2024/12/31,,,1142,売掛金,3044,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,5110,511,12月分 手数料売上,三協ｴﾝｼﾞﾆｱﾘﾝｸﾞ,,
2024/12/31,,,1142,売掛金,3054,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,11200,1120,12月分 手数料売上,㈲珠洲,,
2024/12/31,,,1142,売掛金,3107,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1280,128,12月分 手数料売上,水谷建築設計事務所,,
2024/12/31,,,1142,売掛金,3069,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,11200,1120,12月分 手数料売上,津田山製作所,,
2024/12/31,,,1142,売掛金,3079,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,7860,786,12月分 手数料売上,日成工業,,
2024/12/31,,,1142,売掛金,3115,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2140,214,12月分 手数料売上,(有)百合丘ホーム,,
2024/12/31,,,1142,売掛金,3096,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,12200,1220,12月分 手数料売上,富士教材,,
2024/12/31,,,1142,売掛金,3211,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,5680,568,12月分 手数料売上 未入金,History元住吉店,,
2024/12/31,,,1142,売掛金,2001,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,249500,24950,12月分 手数料売上,J&T環境,,
2024/12/31,,,1142,売掛金,3158,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,6820,682,12月分 手数料売上,NPO　SSS,,
2024/12/31,,,1142,売掛金,1014,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,7300,730,12月分 手数料売上,小杉駅周辺エリアマネ,,
2024/12/31,,,1142,売掛金,3043,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,5470,547,12月分 手数料売上,sunnyこどもｸﾘﾆｯｸ,,
2024/12/31,,,1142,売掛金,1007,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,34600,3460,12月分 手数料売上,TKプロジェクト,,
2024/12/31,,,1142,売掛金,3185,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,40000,4000,12月分 手数料売上,有馬病院,,
2024/12/31,,,1142,売掛金,3166,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,3070,307,12月分 手数料売上,いっぽ　百合ヶ丘,,
2024/12/31,,,1142,売掛金,3013,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2950,295,12月分 手数料売上,ｲﾏｰｼﾞｱｸﾄ南加瀬,,
2024/12/31,,,1142,売掛金,3201,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2000,200,12月分 手数料売上,オールマイト㈱,,
2024/12/31,,,1142,売掛金,3025,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,5900,590,12月分 手数料売上,おさない電設㈱,,
2024/12/31,,,1142,売掛金,3029,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,13160,1316,12月分 手数料売上,カフェ　ド　シュロ,,
2024/12/31,,,1142,売掛金,2011,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,32180,3218,12月分 手数料売上 未入金,リーズジャパン,,
2024/12/31,,,1142,売掛金,3032,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,10050,1005,12月分 手数料売上,くもい歯科ｸﾘﾆｸ,,
2024/12/31,,,1142,売掛金,3179,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,7660,766,12月分 手数料売上,クラブティピラティス溝の口,,
2024/12/31,,,1142,売掛金,3187,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1800,180,12月分 手数料売上,グリーン調剤薬局,,
2024/12/31,,,1142,売掛金,2047,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,114740,11474,12月分 手数料売上,京浜総合病院,,
2024/12/31,,,1142,売掛金,3213,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,58270,5827,12月分 手数料売上,京浜総合病院,,
2024/12/31,,,1142,売掛金,3041,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,17580,1758,12月分 手数料売上,ｺﾊﾞｯｸ亀ヶ谷ﾓｰﾀｰｽ,,
2024/12/31,,,1142,売掛金,1011,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,4000,400,12月分 手数料売上,こぱんはうすさくら久,,
2024/12/31,,,1142,売掛金,3042,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2560,256,12月分 手数料売上,さかい医院,,
2024/12/31,,,1142,売掛金,3045,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,32700,3270,12月分 手数料売上,ｻﾝﾒﾃﾞｨｯｸｽ,,
2024/12/31,,,1142,売掛金,3049,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,7510,751,12月分 手数料売上,ｼﾃｨｰ企画工業,,
2024/12/31,,,1142,売掛金,3170,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,7010,701,12月分 手数料売上,スタジオそら,,
2024/12/31,,,1142,売掛金,1003,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,5000,500,12月分 手数料売上,スナック千恵,,
2024/12/31,,,1142,売掛金,1017,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,4000,400,12月分 手数料売上,ｾﾝﾄﾗﾙ薬局,,
2024/12/31,,,1142,売掛金,3065,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1380,138,12月分 手数料売上,(株)田淵製作所,,
2024/12/31,,,1142,売掛金,3204,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,30000,3000,12月分 手数料売上,ティーエスエンバイロ㈱,,
2024/12/31,,,1142,売掛金,3070,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,3000,300,12月分 手数料売上,ﾃｨｰｴﾑ設備工業,,
2024/12/31,,,1142,売掛金,1006,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,500,50,12月分 手数料売上,ﾄﾞｯｸﾞｻﾛﾝMACO,,
2024/12/31,,,1142,売掛金,3074,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,4470,447,12月分 手数料売上,ナインデンタルスタジ,,
2024/12/31,,,1142,売掛金,2921,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,58000,5800,12月分 手数料売上,日本動物高度医療センター,,
2024/12/31,,,1142,売掛金,3081,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,13340,1334,12月分 手数料売上,ﾆｭｰﾀｳﾝ㈱鷺沼店,,
2024/12/31,,,1142,売掛金,3209,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,7370,737,12月分 手数料売上,登戸ブレスケアクリニック,,
2024/12/31,,,1142,売掛金,3165,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,4000,400,12月分 手数料売上,ハウスクリニック,,
2024/12/31,,,1142,売掛金,3034,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,38660,3866,12月分 手数料売上,ひまわり高津つどいの,,
2024/12/31,,,1142,売掛金,3093,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1570,157,12月分 手数料売上,ﾌﾟｱｶｲ,,
2024/12/31,,,1142,売掛金,3095,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,8910,891,12月分 手数料売上,ﾌｪｲｽ,,
2024/12/31,,,1142,売掛金,3190,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,5000,500,12月分 手数料売上,プラスワン京王稲田堤店,,
2024/12/31,,,1142,売掛金,3134,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,5870,587,12月分 手数料売上,ﾌﾛｰﾗﾙ夢木香,,
2024/12/31,,,1142,売掛金,3131,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,81120,8112,12月分 手数料売上,べったこ物流,,
2024/12/31,,,1142,売掛金,3104,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,1190,119,12月分 手数料売上,ﾎﾟﾋﾟ美容室,,
2024/12/31,,,1142,売掛金,3169,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,5110,511,12月分 手数料売上,やきとりおしどり,,
2024/12/31,,,1142,売掛金,3112,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,2380,238,12月分 手数料売上,やきとり山吹,,
2024/12/31,,,1142,売掛金,3114,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,27460,2746,12月分 手数料売上,ﾕｰｽﾞﾚｯﾄ元住吉,,
2024/12/31,,,1142,売掛金,3118,,    ,,810,,4103,手数料売上,    ,,1,横浜,110,10,5110,511,12月分 手数料売上,ﾗｲﾌﾃｯｸ,,
